,id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
0,20508,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.4,0.9,0.7854139036,7,1,-1,0,0,15,1,1,2,1,87,3,0.316227766,0.9109866597,0.5329165038,3.6055512755,0.1,0.4,0.3,2,4,9,2,10,4,6,5,0,3,3,0,1,0,0,0,0
1,328282,0,1,1,5,1,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.7,0.6,-1.0,10,0,-1,8,1,1,-1,1,2,1,85,3,0.4,0.6751032979,0.4,3.4641016151,0.3,0.7,0.0,2,2,8,2,10,0,8,11,2,5,6,0,1,1,0,0,0
2,694055,0,4,1,3,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0.6,0.1,0.6254998002,11,1,0,0,0,0,1,1,2,1,42,3,0.316227766,0.9594032236,0.450555213,3.6055512755,0.5,0.8,0.1,3,2,7,2,7,2,4,3,2,3,7,0,1,1,0,0,1
3,310315,0,0,1,5,1,0,1,0,0,0,0,0,1,0,0,5,1,0,0,0.6,0.0,0.7185053932,4,1,1,0,1,1,1,1,2,1,104,3,0.5916079783,0.5447343731,0.3619392214,3.4641016151,0.7,0.2,0.9,3,3,7,5,9,4,5,3,1,1,6,0,1,1,0,0,1
4,254421,0,2,1,3,1,0,1,1,0,0,0,0,0,0,0,5,1,0,0,0.7,0.5,0.5528336097,10,1,1,0,0,0,1,1,2,1,104,3,0.4,0.7130136252,0.3619392214,3.6055512755,0.5,0.3,0.7,2,1,7,3,6,3,11,7,0,10,10,0,1,0,1,0,0
5,1466696,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.9,1.2,1.1263880326,11,1,-1,0,-1,0,0,1,2,1,62,3,0.3160696126,0.617613375,0.3687817783,2.8284271247,0.9,0.3,0.0,2,0,5,6,8,3,3,5,0,5,4,0,0,1,0,1,0
6,334674,0,7,1,2,1,6,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,0.2,-1.0,4,1,-1,0,-1,11,1,1,0,1,91,3,0.4,0.7400301535,0.3687817783,2.6457513111,0.4,0.2,0.2,2,3,7,2,10,2,6,7,1,3,6,0,1,0,0,0,1
7,453995,0,5,1,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0.2,-1.0,7,1,-1,8,1,1,0,1,2,1,42,1,0.4242640687,0.8435590923,0.3845776905,1.0,0.4,0.0,0.6,1,2,8,2,11,3,11,1,2,5,6,0,1,1,0,0,0
8,411757,0,5,2,2,0,4,1,0,0,0,0,0,0,0,0,10,0,0,0,0.6,0.0,-1.0,7,1,1,0,0,0,1,1,2,1,13,2,0.316227766,0.7166554551,0.4219004622,3.6055512755,0.0,0.8,0.2,2,2,5,2,7,3,7,4,3,2,12,0,0,0,1,1,1
9,1344719,0,3,1,6,0,-1,0,0,0,0,0,0,0,0,0,5,1,0,0,0.4,0.2,-1.0,11,1,-1,0,-1,10,1,1,2,1,50,2,0.4,1.4467904062,0.3788139385,2.2360679775,0.2,0.8,0.3,2,2,7,5,9,0,5,7,2,1,8,0,0,0,0,0,0
10,851904,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0.8,0.6,1.4040121082,11,1,0,0,-1,14,1,1,2,1,64,3,0.316227766,0.8999770429,-1.0,3.4641016151,0.2,0.3,0.7,1,2,8,1,7,2,6,3,3,4,9,0,1,0,0,0,0
11,992547,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9,0.3,0.651440711,6,1,0,0,0,1,1,1,2,1,100,3,0.3741657387,0.881279123,-1.0,3.4641016151,0.3,0.0,0.1,2,3,7,3,10,2,4,4,3,2,9,1,1,1,0,1,0
12,1071426,0,7,2,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0.9,0.4,1.2519984026,7,1,-1,0,-1,16,1,1,2,1,80,1,0.4242640687,0.446288644,0.5213444159,2.0,0.9,0.8,0.8,2,3,8,3,9,2,13,5,2,4,10,0,1,1,0,0,0
13,179116,0,0,3,4,1,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.6,0.7,1.109898644,11,0,-1,0,-1,1,1,1,2,1,104,3,0.3741657387,0.8756343627,0.4048456496,2.8284271247,0.7,0.8,0.3,2,3,6,1,8,4,7,4,2,3,8,0,0,0,0,0,0
14,864304,0,1,2,5,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0.2,0.7,1.1707369474,10,1,-1,0,0,0,1,1,2,1,104,2,0.316227766,0.7515136241,0.3794733192,0.0,0.5,0.0,0.1,1,0,7,1,10,3,10,4,0,4,8,0,1,1,0,0,0
15,97693,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.3,0.8699856321,11,1,-1,0,-1,11,1,0,2,1,103,2,0.4,0.7658112967,0.3498571137,3.7416573868,0.4,0.0,0.0,2,2,10,2,12,3,12,5,1,3,8,0,1,1,1,0,0
16,437139,0,6,1,10,0,0,1,1,1,0,0,0,0,0,0,13,1,1,0,0.8,0.2,0.9559027147,11,1,-1,0,-1,0,1,1,2,1,66,1,0.316227766,0.7537783614,0.4084115571,0.0,0.1,0.5,0.2,1,2,8,4,9,4,11,7,3,3,8,0,1,1,1,1,0
17,100154,0,0,2,1,0,0,0,1,1,1,0,0,0,0,0,9,1,0,1,0.3,0.0,0.8433563897,11,1,0,0,-1,13,1,0,0,1,90,2,0.3998749805,0.6580085156,0.3788139385,3.7416573868,0.5,0.2,0.0,2,2,9,3,10,2,5,3,1,4,13,0,0,0,0,1,1
18,829074,0,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.9,0.4,0.7017834424,4,1,-1,0,-1,2,1,1,2,1,44,0,0.316227766,0.9541774182,0.4306971093,3.6055512755,0.7,0.4,0.8,4,1,9,3,8,3,6,4,2,4,11,0,0,1,0,0,0
19,689969,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9,0.2,-1.0,10,1,-1,0,1,0,1,1,3,1,87,0,0.4,0.8822515336,0.3687817783,3.4641016151,0.7,0.4,0.6,1,1,9,1,8,4,8,5,0,2,6,0,0,1,0,0,0
20,926000,0,4,1,9,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.4,0.5,1.4267533073,11,1,1,0,1,15,1,1,0,1,12,3,0.4242640687,1.0310970648,0.3794733192,3.6055512755,0.9,0.7,0.7,2,3,8,4,9,1,4,9,3,0,6,0,1,0,1,0,1
21,1467723,0,1,1,6,1,4,1,0,0,0,0,0,0,0,0,10,1,0,0,0.0,0.9,-1.0,11,0,-1,0,1,14,1,1,2,1,103,2,0.4472135955,0.7577560392,-1.0,3.1622776602,0.4,0.3,0.6,3,3,8,2,10,4,13,5,2,3,5,0,1,0,0,0,0
22,1411124,0,3,1,5,0,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.4,0.3,0.7433034374,11,0,-1,0,1,7,1,0,1,1,51,3,0.316227766,0.6764638244,-1.0,3.6055512755,0.2,0.5,0.2,5,2,5,3,7,3,13,5,2,2,8,0,1,1,0,1,0
23,463390,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0.1,1.3,0.5820223363,11,1,-1,0,-1,13,1,0,0,1,64,2,0.316227766,0.6272727273,0.3583294573,3.3166247904,0.3,0.9,0.2,4,1,8,4,7,0,10,5,1,1,6,0,1,1,0,1,0
24,819554,0,0,1,5,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0.9,0.4,0.5717298313,11,1,-1,0,-1,11,1,1,2,1,102,3,0.4,0.4500229563,0.3728270376,3.6055512755,0.9,0.2,0.2,2,1,9,2,10,0,10,11,1,2,12,0,0,1,0,0,0
25,99380,1,3,1,2,0,0,1,0,1,0,0,0,0,0,0,8,0,0,0,0.8,0.2,0.672216483,9,1,-1,0,-1,11,1,0,2,1,60,3,0.3997499218,0.7321004537,0.3814446225,2.8284271247,0.3,0.9,0.4,3,3,8,3,8,4,14,4,1,4,10,0,0,1,1,0,0
26,105193,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0.9,0.3,1.0677078252,7,0,-1,0,0,15,1,1,2,1,41,3,0.316227766,0.8710447797,0.4347413024,3.7416573868,0.5,0.5,0.6,1,2,8,3,10,1,10,5,1,4,5,0,0,1,0,0,0
27,760889,0,3,2,2,1,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0.9,0.4,1.3280624985,5,1,1,0,-1,17,1,1,2,1,65,0,0.4,0.5016501695,0.3257299495,3.6055512755,0.9,0.4,0.8,1,2,6,4,10,3,6,5,0,0,4,1,1,1,0,0,0
28,991008,0,1,2,1,1,0,1,1,1,0,0,0,0,0,0,6,0,0,0,0.4,0.2,-1.0,11,0,-1,0,-1,0,1,1,2,1,96,3,0.316227766,0.7151691703,-1.0,3.6055512755,0.6,0.2,0.9,2,1,6,0,10,4,12,2,4,2,13,0,0,0,0,0,1
29,242594,0,1,2,10,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0.6,0.3,0.8362864342,11,1,1,0,1,6,1,1,2,1,60,3,0.316227766,0.7667011012,0.3391164992,3.6055512755,0.5,0.4,0.9,4,1,9,4,12,1,7,5,1,4,9,0,0,0,1,1,0
30,1402768,0,5,2,8,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0.1,0.2,0.7026734661,7,0,-1,0,0,7,1,1,2,1,104,2,0.316227766,1.075842933,0.3556683849,3.6055512755,0.2,0.5,0.0,1,3,8,4,8,4,9,4,2,1,4,0,0,1,1,0,0
31,758087,0,2,1,1,0,6,1,0,0,0,0,0,0,0,0,6,0,0,0,0.4,1.6,1.3327602935,7,1,1,0,1,14,1,1,0,1,38,2,0.316227766,0.6071543162,0.3708099244,3.4641016151,0.1,0.4,0.9,3,3,7,0,10,3,13,3,4,5,11,0,0,1,0,0,1
32,1077535,0,0,1,8,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0.9,0.2,0.9772410143,7,1,-1,0,-1,6,1,1,0,1,5,2,0.3741657387,0.9589616457,0.3193743885,3.6055512755,0.1,0.3,0.0,1,2,5,6,8,1,11,9,1,2,10,0,1,0,0,0,1
33,1188749,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.9,0.1,0.9956153876,6,1,0,0,-1,14,1,0,2,1,96,3,0.4,1.0385304302,0.3748332963,3.7416573868,0.1,0.4,0.4,2,3,7,2,8,3,14,5,0,6,5,0,1,0,0,0,0
34,995249,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,8,1,0,1,0.5,0.2,1.1613569649,7,1,-1,0,-1,4,1,1,2,1,38,3,0.4242640687,0.7563368658,0.3974921383,3.1622776602,0.8,0.4,0.7,2,3,10,2,11,1,8,3,0,2,6,0,1,1,0,1,0
35,97341,0,0,2,8,0,0,1,0,0,1,0,0,0,0,0,11,1,0,0,0.3,0.4,0.5793315113,6,0,-1,0,1,7,1,1,2,1,104,3,0.316227766,0.7873220644,0.3768288736,3.3166247904,0.7,0.2,0.0,2,3,7,2,10,1,8,5,2,3,10,0,1,0,0,1,0
36,679708,0,7,1,4,0,4,0,0,0,0,0,0,0,0,0,4,1,0,0,0.9,1.8,0.6103277808,11,1,-1,2,0,14,0,0,2,1,89,2,0.4,1.1879647851,0.3472751071,3.4641016151,0.9,0.0,0.6,1,2,7,4,11,3,10,4,0,2,5,0,0,0,1,0,0
37,178753,0,7,1,9,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0.7,0.3,-1.0,11,1,-1,0,0,14,1,1,2,1,104,3,0.316227766,0.7691091767,-1.0,3.4641016151,0.7,0.4,0.7,3,2,7,4,9,1,12,6,3,2,10,0,1,1,0,1,0
38,1120203,0,1,2,3,1,0,1,0,1,0,0,0,0,0,0,8,0,0,0,0.1,0.3,1.0401322031,10,1,-1,0,-1,11,1,1,2,1,64,2,0.316227766,0.6603279926,0.5229722746,3.0,0.6,0.1,0.1,4,2,7,3,11,5,10,8,3,6,8,0,0,1,0,1,0
39,1461832,1,1,1,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.9,1.0,0.5820223363,11,1,-1,0,-1,0,1,1,0,1,37,3,0.4,1.0587104272,0.3903844259,3.0,0.2,0.7,0.4,4,3,9,4,10,3,5,4,1,6,7,0,1,0,0,1,0
40,937504,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0.4,1.1,0.6199798384,7,1,-1,9,0,2,1,1,2,1,101,3,0.3872983346,0.7787864049,0.4074309757,2.8284271247,0.1,0.7,0.6,3,1,10,6,9,4,9,6,1,2,6,0,1,1,0,1,0
41,610157,0,3,1,2,0,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0.9,0.0,0.906228448,11,1,-1,0,-1,1,1,1,2,1,89,2,0.3741657387,0.7179084635,0.3907684737,3.7416573868,0.2,0.6,0.9,0,3,8,2,11,1,16,7,1,3,5,0,0,1,0,1,0
42,862627,0,4,1,3,1,0,0,0,0,1,0,0,0,0,0,9,0,1,0,0.7,0.3,0.8272696054,11,1,-1,0,1,3,1,0,0,1,85,3,0.316227766,0.7102845431,0.3754996671,2.8284271247,0.7,0.8,0.1,3,1,5,5,10,2,11,6,3,3,10,0,1,1,1,0,0
43,1454566,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0.9,0.3,0.5303300859,0,0,1,0,-1,5,1,1,0,1,5,2,0.4472135955,0.9648255955,0.31144823,2.8284271247,0.9,0.3,0.6,1,2,7,1,10,1,10,6,0,3,6,0,1,0,1,1,0
44,139707,1,3,2,1,1,0,0,0,1,1,0,0,0,0,0,9,0,0,0,0.7,0.0,-1.0,7,1,1,1,1,11,1,1,0,1,104,3,0.4242640687,0.6602635337,0.3287856445,3.0,0.5,0.2,0.5,2,4,6,2,9,1,6,5,1,2,6,0,1,1,0,0,0
45,299692,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,12,0,1,0,0.1,0.3,1.8555659514,7,1,1,0,-1,4,1,1,2,1,62,1,0.3160696126,0.5657767279,0.3307567082,2.8284271247,0.8,0.9,0.2,2,0,4,3,8,2,11,8,1,2,9,0,1,0,0,0,0
46,1357242,0,2,1,2,1,0,0,0,1,1,0,0,0,0,0,6,1,1,0,0.6,0.0,0.841872912,11,1,-1,0,1,1,1,1,0,1,44,3,0.316227766,0.8553648151,0.310322413,3.3166247904,0.7,0.6,0.9,3,3,9,4,8,4,4,8,1,5,6,0,1,1,0,0,0
47,1165663,0,3,4,4,1,0,0,0,1,0,0,0,0,0,0,9,1,1,0,0.2,0.2,0.5031152949,9,1,-1,0,-1,15,1,0,0,1,26,3,0.4,0.5107319331,0.4301162634,2.2360679775,0.8,0.2,0.2,2,1,5,6,8,2,12,8,0,4,7,0,0,1,0,0,0
48,573133,0,2,1,6,1,0,1,1,0,0,0,0,0,0,0,9,0,0,0,0.1,0.0,0.7101936356,4,1,1,5,-1,4,1,0,2,1,103,1,0.423792402,0.6731571108,0.3255764119,0.0,0.8,0.3,0.2,2,3,7,3,9,2,13,5,2,1,10,0,1,0,0,1,0
49,1172756,0,6,1,1,1,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.8,0.0,0.8481597727,8,1,-1,0,-1,3,1,1,2,1,37,3,0.316227766,0.6652843796,0.3041381265,1.7320508076,0.8,0.2,0.8,2,2,7,3,10,2,6,9,0,0,10,0,1,0,0,0,0
50,746120,0,2,1,5,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0.1,0.2,1.4645818516,7,0,-1,0,1,1,1,0,2,1,104,3,0.5291502622,0.5715174813,0.3924283374,3.3166247904,0.0,0.3,0.3,3,2,9,6,10,3,7,7,1,2,12,0,0,1,0,0,0
51,529025,0,2,1,6,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.4,1.2,1.0825317547,11,1,-1,2,-1,11,1,0,0,1,66,2,0.316227766,1.1707347414,0.3405877273,2.2360679775,0.8,0.7,0.7,4,2,5,0,11,3,10,7,0,4,3,1,0,0,0,0,1
52,1288218,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0.2,0.2,0.5208166664,11,1,-1,0,0,11,1,1,0,1,7,2,0.3741657387,0.7978664732,0.4110960958,0.0,0.0,0.8,0.0,3,2,9,2,10,3,10,8,2,1,6,0,0,1,0,1,0
53,337650,0,1,2,7,1,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.3,0.678693598,11,1,-1,0,-1,11,1,1,2,1,61,2,0.316227766,0.7088286228,0.3615245497,3.6055512755,0.7,0.6,0.4,3,4,9,2,10,1,3,9,0,9,7,0,0,1,0,0,1
54,642479,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0.9,0.6,0.739087275,11,1,-1,0,-1,1,1,1,2,1,22,3,0.3741657387,0.9056629917,0.3049590136,3.6055512755,0.7,0.1,0.8,2,0,8,1,9,3,9,8,2,2,12,0,1,1,0,0,0
55,903581,0,1,1,6,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0.6,0.5,0.5373546315,7,1,0,0,-1,1,1,1,0,1,3,2,0.3741657387,0.7835472423,0.3348133809,2.8284271247,0.3,0.6,0.4,1,4,6,2,11,0,14,3,1,4,12,0,1,1,1,0,1
56,243144,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.6,0.6,1.4933184523,7,1,-1,0,0,0,1,1,0,1,104,3,0.4,0.7301222585,0.4062019202,3.0,0.1,0.0,0.7,2,2,7,5,9,1,8,4,1,5,4,0,1,1,0,0,0
57,183917,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,7,1,0,0,0.5,0.2,-1.0,11,1,-1,9,-1,11,0,0,2,1,101,3,0.4,0.9118027734,0.4,3.6055512755,0.4,0.6,0.1,5,2,7,3,10,2,8,7,1,5,9,0,1,1,0,1,0
58,16878,0,1,1,5,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0.9,0.4,0.5820223363,11,1,-1,0,-1,0,1,0,0,1,104,3,0.3994996871,0.9029908981,0.4679743583,3.4641016151,0.8,0.3,0.3,3,2,10,4,9,2,9,8,2,3,10,0,0,1,0,0,0
59,44782,0,1,1,9,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0.9,0.3,0.5111262075,11,1,0,0,1,0,1,1,2,1,57,2,0.316227766,0.6220633488,0.3307567082,1.0,0.5,0.4,0.2,2,1,7,2,10,2,9,3,3,2,6,0,0,1,0,1,0
60,1391649,0,0,1,4,1,0,1,0,0,1,0,0,0,0,0,8,0,0,0,0.5,0.0,1.0685855137,6,0,-1,0,1,6,1,1,1,1,104,1,0.3741657387,0.7073638642,0.3887158345,3.1622776602,0.6,0.3,0.6,2,1,6,4,11,3,5,2,2,6,10,0,1,0,1,0,0
61,834238,1,5,1,8,1,0,1,0,1,1,0,0,0,0,0,5,0,0,0,0.9,0.4,0.8070006196,7,1,-1,0,-1,7,-1,1,2,1,31,3,0.4,0.943285865,0.4295346319,2.8284271247,0.0,0.2,0.4,2,2,7,2,8,3,6,5,1,1,10,1,0,1,0,1,0
62,67758,0,0,1,5,1,6,1,0,0,0,0,0,0,0,0,11,1,1,0,0.7,0.0,0.6946221995,11,1,-1,0,0,1,1,1,0,1,81,1,0.4898979486,0.6938335237,0.390256326,3.6055512755,0.1,0.4,0.9,4,4,8,5,10,0,6,8,4,3,8,0,0,1,0,0,1
63,1439362,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0.4,0.4,1.1014195386,10,1,-1,0,-1,1,1,1,0,1,89,3,0.4,0.9396676043,0.4074309757,3.4641016151,0.2,0.9,0.3,2,5,9,2,12,4,9,4,1,2,7,0,1,0,0,0,0
64,1089913,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.9,0.4,1.4131082761,2,1,-1,9,-1,9,1,1,2,1,64,3,0.4242640687,0.7046187645,0.31144823,3.3166247904,0.3,0.6,0.7,2,3,9,3,8,3,10,9,2,2,4,0,1,1,0,0,0
65,1348048,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0.9,0.3,0.428660705,7,1,-1,0,1,11,1,1,0,1,48,3,0.4,0.6889775632,0.3217141588,2.4494897428,0.1,0.3,0.9,1,0,8,3,11,2,9,9,1,3,11,0,1,1,0,0,0
66,727059,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0.5,0.3,0.9195787079,11,1,-1,8,-1,4,0,0,2,1,92,3,0.4242640687,0.7713758235,0.3814446225,2.0,0.2,0.1,0.3,1,1,6,3,7,3,14,6,1,7,9,1,1,1,0,0,0
67,461497,0,0,-1,5,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0.9,0.4,-1.0,11,1,0,0,-1,14,1,0,0,1,104,3,0.316227766,0.7399219581,0.3850973903,2.6457513111,0.8,0.5,0.7,3,3,6,3,8,1,9,4,0,4,5,0,1,1,0,1,0
68,1149140,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0.6,0.4,0.9437293044,11,0,1,0,-1,7,0,1,0,1,87,3,0.316227766,0.8174870788,0.4176122604,3.6055512755,0.1,0.3,0.2,2,1,7,4,9,2,14,7,4,2,8,0,1,1,0,0,0
69,335712,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.8,0.0,0.7292976073,6,1,-1,0,0,0,1,1,2,1,28,3,0.3741657387,0.6871759191,0.43829214,3.0,0.6,0.7,0.6,2,2,10,3,11,3,9,3,1,3,13,0,1,0,0,0,0
70,1074079,0,0,2,9,1,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0.8,0.0,1.3720422734,11,1,0,0,-1,11,1,1,2,1,104,3,0.316227766,0.7052928587,0.3663331817,3.3166247904,0.7,0.0,0.8,2,0,9,2,10,1,14,9,1,2,11,0,0,0,1,1,0
71,1476663,0,5,1,2,1,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.9,0.4,1.3754544703,7,0,-1,0,1,6,1,1,0,1,11,1,0.4,0.6178307827,0.3793415348,2.6457513111,0.6,0.6,0.5,0,2,8,4,9,4,10,2,1,2,6,0,1,1,0,0,0
72,695615,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0.6,0.0,-1.0,7,1,-1,0,1,3,1,1,2,1,83,3,0.4,1.0235552204,0.4311612227,3.1622776602,0.5,0.0,0.9,3,0,7,4,9,3,8,2,1,4,7,1,0,0,0,0,1
73,1192443,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.1,0.5,1.2925265955,7,1,-1,0,-1,11,1,0,0,1,81,3,0.316227766,0.7684225013,0.3861346915,2.4494897428,0.6,0.8,0.7,3,1,9,3,8,3,5,5,2,4,10,0,1,1,0,0,0
74,1162942,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.9,0.7,0.8902246907,4,1,0,6,-1,0,0,1,2,1,65,2,0.3741657387,0.4392423981,0.4129164564,3.1622776602,0.9,0.9,0.8,2,3,10,2,10,4,5,5,0,5,5,0,0,1,1,1,1
75,333083,0,0,2,6,0,0,1,1,0,0,0,0,0,0,0,13,1,0,0,0.2,0.3,0.8645808233,11,1,-1,0,0,11,1,0,2,1,85,3,0.316227766,0.9494126066,0.3823610859,3.0,0.9,0.3,0.5,3,2,8,2,11,3,7,6,1,3,6,0,1,1,0,1,0
76,1147258,0,1,1,8,0,6,1,0,0,0,0,0,0,0,0,5,0,0,0,0.1,1.2,1.5648482355,11,1,-1,0,0,11,1,1,0,1,98,3,0.4,0.8759646395,0.2887905816,3.1622776602,0.0,0.6,0.2,2,0,10,4,11,4,11,7,0,0,13,0,1,0,0,1,0
